id,sender_id,receiver_id,amount,start_time,end_time,mpp,is_success,no_balance_count,offline_node_count,timeout_exp,attempts,route,total_fee
1917,0,10,9912,1821765,1822362,0,1,0,0,0,1,4-28-27,200
1918,4,0,10900,1823234,1823830,0,1,1,0,0,2,16-13-5,200
1919,5,11,8333,1825574,1825775,0,1,0,0,0,1,28,0
1920,9,13,9711,1827000,1827795,0,1,0,0,0,1,25-9-20-35,210
1921,4,8,8384,1827112,1827906,0,1,1,0,0,2,32-34-21-22,300
1922,8,14,9336,1827577,1827973,0,1,0,0,0,1,23-20,100
1923,14,1,10415,1829951,1830151,0,1,0,0,0,1,21,0
1924,2,8,9698,1830282,1830676,0,1,0,0,0,1,7-22,100
1925,5,14,9467,1831441,1832234,0,1,0,0,0,1,14-11-9-20,210
1926,14,7,11109,1832333,1832934,0,1,0,0,0,1,21-8-10,110
1927,11,6,9265,1833536,1833931,0,1,0,0,0,1,29-12,100
1928,10,13,10152,1834379,1835374,0,1,0,0,0,1,26-29-5-2-32,400
1929,13,9,9728,1836524,1837320,0,1,0,0,0,1,34-21-8-24,210
1930,14,12,10309,1836873,1837272,0,0,1,0,0,2,35-33-16-30,300
1931,5,9,10448,1837119,1837719,0,1,0,0,0,1,14-11-24,200
1932,5,9,9759,1837651,1838053,0,0,1,0,0,2,14-11-24,200
1933,7,4,10120,1842172,1842772,0,1,0,0,0,1,15-5-2,200
1934,9,8,9575,1845621,1846217,0,1,0,0,0,1,25-9-22,110
1935,0,3,10739,1847435,1848030,0,1,0,0,0,1,0-7-8,110
1936,4,8,10414,1848068,1848869,0,1,0,0,0,1,3-0-7-22,300
1937,3,4,11574,1848657,1849451,0,1,0,0,0,1,10-15-5-2,300
1938,15,11,10083,1849375,1849968,0,1,0,0,0,1,18-13-28,200
1939,1,3,8594,1849705,1849904,0,1,0,0,0,1,8,0
1940,5,10,10474,1849882,1850283,0,1,0,0,0,1,28-27,100
1941,13,9,11371,1850291,1851094,0,1,0,0,0,1,34-21-8-24,210
1942,7,5,9279,1851939,1852140,0,1,0,0,0,1,15,0
1943,10,14,10214,1853413,1854614,0,1,0,0,0,1,26-29-14-11-9-20,410
1944,1,9,10230,1855129,1855329,0,0,1,0,0,2,8-24,100
1945,8,6,8591,1855751,1856745,0,1,0,0,0,1,23-8-10-15-12,310
1946,11,0,10230,1856039,1856436,0,1,0,0,0,1,29-5,100
1947,9,2,9728,1857187,1857784,0,1,0,0,0,1,25-9-6,110
1948,12,11,9730,1858287,1858885,0,1,0,0,0,1,31-13-28,200
1949,15,5,10095,1860061,1860459,0,1,0,0,0,1,18-13,100
1950,14,11,7769,1860225,1861221,0,1,0,0,0,1,21-8-10-15-28,310
1951,8,1,11281,1861560,1861762,0,1,0,0,0,1,23,0
1952,2,7,10064,1862149,1862744,0,1,0,0,0,1,7-8-10,110
1953,11,4,9827,1864532,1865128,0,1,0,0,0,1,29-5-2,200
1954,14,3,10675,1864995,1865195,0,0,1,0,0,2,21-8,10
1955,5,2,9752,1865086,1865886,0,1,1,0,0,2,14-11-9-6,210
1956,4,13,9323,1865357,1865559,0,1,0,0,0,1,32,0
1957,13,0,8713,1865876,1866273,0,1,0,0,0,1,33-3,100
1958,15,6,8430,1866567,1866764,0,1,0,0,0,1,18,0
1959,11,8,8140,1866983,1867978,0,1,0,0,0,1,29-14-11-9-22,310
1960,14,15,9874,1867006,1867400,0,0,1,0,0,2,35-33-16-19,300
1961,13,0,10293,1871256,1871655,0,1,0,0,0,1,33-3,100
1962,4,8,9458,1872269,1873066,0,1,0,0,0,1,3-0-7-22,300
1963,12,7,9304,1874254,1874855,0,1,0,0,0,1,31-13-14,200
1964,10,8,8976,1874728,1875924,0,1,0,0,0,1,26-29-14-11-9-22,410
1965,15,5,10768,1874926,1875324,0,1,0,0,0,1,18-13,100
1966,2,8,8180,1875537,1876731,0,1,1,0,0,2,1-2-32-34-21-22,500
1967,8,1,9492,1876556,1876754,0,1,0,0,0,1,23,0
1968,2,14,9052,1877528,1878322,0,1,1,0,0,2,1-2-32-34,300
1969,13,12,11785,1879356,1879555,0,0,1,0,0,2,33-16-30,200
1970,14,5,9820,1879868,1880665,0,1,0,0,0,1,21-8-10-15,210
1971,1,10,10635,1879883,1880882,0,1,0,0,0,1,6-1-4-28-27,400
1972,15,3,8917,1880215,1881011,0,1,0,0,0,1,18-13-14-11,300
1973,1,8,10282,1880446,1880646,0,1,0,0,0,1,22,0
1974,2,0,8076,1880843,1881042,0,1,0,0,0,1,1,0
1975,5,11,8762,1881696,1881895,0,1,0,0,0,1,28,0
1976,13,10,10295,1881710,1882708,0,1,0,0,0,1,33-3-4-28-27,400
1977,1,8,9953,1882302,1882500,0,1,0,0,0,1,22,0
1978,0,14,9211,1885119,1885715,0,1,0,0,0,1,2-32-34,200
1979,2,10,10893,1886844,1886844,0,0,1,0,0,2,1-4-28-27,300
1980,6,12,11418,1887276,1887474,0,1,0,0,0,1,30,0
1981,11,13,10259,1888502,1890297,0,1,1,0,0,2,29-5-0-7-20-35,500
1982,3,5,9418,1889553,1889952,0,1,0,0,0,1,10-15,100
1983,15,3,12044,1889695,1889892,0,0,1,0,0,2,18-13-14-11,300
1984,1,8,10957,1890626,1890824,0,1,0,0,0,1,22,0
1985,4,2,8365,1892362,1892760,0,1,0,0,0,1,3-0,100
1986,6,4,12001,1892412,1892610,0,1,0,0,0,1,17,0
1987,4,15,10424,1892637,1893036,0,1,0,0,0,1,16-19,100
1988,15,3,8435,1895640,1896235,0,0,2,0,0,3,18-17-32-34-21-8,410
1989,2,9,9538,1896421,1896421,0,0,1,0,0,2,7-8-24,110
1990,0,11,8613,1896677,1897071,0,1,0,0,0,1,4-28,100
1991,8,0,10767,1898602,1899201,0,1,0,0,0,1,23-6-1,200
1992,15,11,8846,1899740,1899938,0,0,1,0,0,2,18-13-28,200
1993,0,13,12118,1902103,1902303,0,0,1,0,0,2,2-32,100
1994,11,8,9411,1906548,1907548,0,1,0,0,0,1,29-14-11-9-22,310
1995,2,15,9535,1907116,1907911,0,1,0,0,0,1,1-4-12-19,300
1996,14,15,10433,1908493,1908888,0,0,1,0,0,2,35-33-16-19,300
1997,2,1,11195,1908747,1908946,0,1,0,0,0,1,7,0
1998,4,3,11617,1910007,1910404,0,0,1,0,0,2,3-0-7-8,210
1999,11,10,12477,1911179,1911380,0,1,0,0,0,1,27,0
2000,3,7,10294,1911860,1912061,0,1,0,0,0,1,10,0
2001,4,14,9865,1914369,1914369,0,0,1,0,0,2,32-34,100
2002,11,1,9363,1915438,1916234,0,1,0,0,0,1,29-14-11-9,210
2003,12,5,11054,1917042,1917440,0,1,0,0,0,1,31-13,100
2004,15,2,11350,1917111,1917903,0,1,0,0,0,1,18-17-3-0,300
2005,2,12,10515,1917714,1918511,0,1,0,0,0,1,1-4-12-30,300
2006,15,7,11392,1917769,1917968,0,0,1,0,0,2,18-13-14,200
2007,13,10,9219,1918797,1918995,0,0,1,0,0,2,33-3-4-28-27,400
2008,12,3,9587,1919156,1919950,0,1,0,0,0,1,31-13-14-11,300
2009,3,0,9386,1921408,1922406,0,1,1,0,0,2,10-15-5,200
2010,2,6,10019,1924405,1924405,0,0,1,0,0,2,1-4-12,200
2011,3,0,7956,1925933,1926926,0,1,1,0,0,2,10-15-5,200
2012,7,8,9318,1927811,1928406,0,1,0,0,0,1,11-9-22,110
2013,4,0,12208,1931345,1931542,0,0,2,0,0,3,16-13-5,200
2014,2,7,9690,1931661,1931661,0,0,1,0,0,2,7-8-10,110
2015,12,14,7594,1934519,1935513,0,0,3,0,0,4,31-13-5-0-7-20,500
2016,4,3,8832,1934574,1934574,0,0,1,0,0,2,3-0-7-8,210
2017,1,3,8832,1936511,1936710,0,1,0,0,0,1,8,0
2018,2,3,10538,1937177,1937177,0,0,1,0,0,2,7-8,10
2019,14,2,9763,1937554,1937953,0,1,0,0,0,1,21-6,100
2020,6,5,9613,1938109,1938308,0,0,2,0,0,3,17-3-4,200
2021,7,0,9662,1939110,1939503,0,1,0,0,0,1,15-5,100
2022,10,5,10762,1942745,1943142,0,1,0,0,0,1,26-29,100
2023,7,3,8153,1943063,1943264,0,1,0,0,0,1,11,0
2024,1,13,11094,1943967,1944365,0,1,0,0,0,1,20-35,100
2025,0,14,10829,1944512,1944712,0,0,1,0,0,2,2-32-34,200
2026,1,3,7445,1945005,1945203,0,1,0,0,0,1,8,0
2027,14,15,9563,1949944,1950742,0,1,0,0,0,1,35-33-16-19,300
2028,7,2,9604,1950513,1951108,0,1,0,0,0,1,11-9-6,110
2029,3,1,9875,1951809,1952009,0,1,0,0,0,1,9,0
2030,3,0,12302,1954776,1955772,0,1,1,0,0,2,10-15-5,200
2031,5,7,10223,1955779,1955978,0,1,0,0,0,1,14,0
2032,1,12,10489,1956892,1957692,0,0,2,0,0,3,20-35-33-16-30,400
2033,8,4,10088,1957664,1958060,0,0,1,0,0,2,23-6-1-2,300
2034,4,8,11706,1957875,1958471,0,0,2,0,0,3,32-34-21-22,300
2035,10,0,9961,1958147,1958748,0,1,0,0,0,1,26-29-5,200
2036,14,12,8615,1958299,1959491,0,0,3,0,0,4,35-33-3-4-12-30,500
2037,5,12,11904,1958329,1958726,0,1,0,0,0,1,12-30,100
2038,0,10,11332,1959072,1959667,0,1,0,0,0,1,4-28-27,200
2039,2,14,9049,1961514,1961914,0,1,0,0,0,1,7-20,100
2040,1,14,9057,1963265,1963464,0,1,0,0,0,1,20,0
2041,9,1,11682,1964593,1964989,0,1,0,0,0,1,25-9,10
2042,0,2,9877,1966750,1966949,0,1,0,0,0,1,0,0
2043,10,7,9547,1966946,1967545,0,1,0,0,0,1,26-29-14,200
2044,2,11,10660,1969067,1969666,0,1,0,0,0,1,1-4-28,200
2045,2,5,9971,1970947,1971739,0,1,1,0,0,2,7-8-10-15,210
2046,7,6,10708,1971412,1971812,0,1,0,0,0,1,15-12,100
2047,8,4,9263,1974813,1975210,0,0,1,0,0,2,23-6-1-2,300
2048,0,12,9381,1974958,1975555,0,1,0,0,0,1,4-12-30,200
2049,0,3,8150,1975548,1976346,0,1,1,0,0,2,4-14-11,200
2050,1,14,10037,1976711,1976911,0,1,0,0,0,1,20,0
2051,4,7,9012,1977164,1978159,0,1,1,0,0,2,32-34-21-8-10,310
2052,1,7,10041,1979695,1980094,0,1,0,0,0,1,8-10,100
2053,9,1,9669,1979888,1980286,0,1,0,0,0,1,25-9,10
2054,7,8,9958,1979894,1980293,0,0,1,0,0,2,11-9-22,110
2055,9,2,10436,1982112,1982711,0,1,0,0,0,1,25-9-6,110
2056,8,7,10310,1982951,1983548,0,1,0,0,0,1,23-8-10,110
2057,2,9,11436,1983977,1983977,0,0,1,0,0,2,7-8-24,110
2058,7,14,10302,1984167,1984762,0,1,0,0,0,1,11-9-20,110
2059,9,15,9396,1984310,1984510,0,0,1,0,0,2,25-10-15-12-19,400
2060,13,0,7584,1984689,1985486,0,0,2,0,0,3,34-21-6-1,300
2061,4,6,9438,1984877,1984877,0,0,1,0,0,2,16,0
2062,10,11,9098,1985054,1985251,0,1,0,0,0,1,26,0
2063,8,0,10816,1986583,1986979,0,0,1,0,0,2,23-6-1,200
2064,2,7,9140,1988868,1989460,0,1,0,0,0,1,7-8-10,110
2065,12,6,10705,1990378,1990578,0,1,0,0,0,1,31,0
2066,12,1,9636,1990534,1991529,0,1,0,0,0,1,31-13-14-11-9,310
2067,6,15,10739,1990784,1990984,0,1,0,0,0,1,19,0
2068,4,1,11533,1990867,1990867,0,0,1,0,0,2,3-0-7,200
2069,0,7,8645,1993762,1994157,0,1,0,0,0,1,4-14,100
2070,3,4,10257,1994589,1995386,0,1,0,0,0,1,10-15-5-2,300
2071,7,6,12337,1995509,1995904,0,1,0,0,0,1,15-12,100
2072,10,2,11230,1995917,1996711,0,1,0,0,0,1,26-29-5-0,300
2073,10,13,12512,1996655,1997449,0,0,1,0,0,2,26-29-5-2-32,400
2074,6,10,10195,1996960,1997557,0,1,0,0,0,1,13-28-27,200
2075,6,15,8988,2000864,2001062,0,1,0,0,0,1,19,0
2076,10,2,9779,2001082,2001883,0,1,0,0,0,1,26-29-5-0,300
2077,4,2,10255,2001879,2002274,0,1,0,0,0,1,3-0,100
2078,15,14,10452,2002251,2002647,0,0,1,0,0,2,18-17-32-34,300
2079,9,0,10841,2003727,2004523,0,1,0,0,0,1,25-9-6-1,210
2080,4,1,11438,2004843,2004843,0,0,1,0,0,2,3-0-7,200
2081,15,6,7670,2004947,2005144,0,1,0,0,0,1,18,0
2082,11,4,8196,2005148,2005745,0,1,0,0,0,1,29-5-2,200
2083,12,7,10410,2005982,2006580,0,1,0,0,0,1,31-13-14,200
2084,6,3,9699,2006639,2007236,0,1,0,0,0,1,13-14-11,200
2085,12,9,9515,2007777,2007777,0,0,1,0,0,2,31-13-14-11-24,400
2086,14,3,8838,2010473,2010869,0,1,0,0,0,1,21-8,10
2087,8,9,8435,2011586,2012182,0,1,0,0,0,1,23-8-24,110
2088,4,15,8683,2012241,2013039,0,1,1,0,0,2,3-4-12-19,300
2089,14,9,8354,2012665,2013264,0,1,0,0,0,1,21-8-24,110
2090,10,4,8657,2012690,2012888,0,0,1,0,0,2,26-29-5-2,300
2091,1,6,8456,2012823,2014220,0,1,1,0,0,2,8-10-15-12,300
2092,14,1,8616,2013614,2013813,0,1,0,0,0,1,21,0
2093,12,1,9255,2013781,2013781,0,0,1,0,0,2,31-13-14-11-9,310
2094,15,9,8035,2013834,2014831,0,1,0,0,0,1,18-13-14-11-24,400
2095,5,9,9746,2014015,2014618,0,1,0,0,0,1,14-11-24,200
2096,15,14,10763,2015126,2015524,0,0,1,0,0,2,18-17-32-34,300
2097,13,0,9590,2015168,2015365,0,0,1,0,0,2,33-3,100
2098,7,0,10760,2015879,2016277,0,1,0,0,0,1,15-5,100
2099,1,8,10108,2015943,2016141,0,1,0,0,0,1,22,0
2100,13,4,9949,2017392,2017592,0,1,0,0,0,1,33,0
2101,14,5,9793,2017680,2018479,0,1,0,0,0,1,21-8-10-15,210
2102,12,1,9354,2018295,2018295,0,0,1,0,0,2,31-13-14-11-9,310
2103,11,7,10535,2019371,2019371,0,0,1,0,0,2,29-14,100
2104,3,0,11335,2019627,2020224,0,1,0,0,0,1,9-6-1,200
2105,3,5,9544,2019700,2020099,0,1,0,0,0,1,10-15,100
2106,3,1,10159,2020521,2020717,0,1,0,0,0,1,9,0
2107,10,3,9473,2021166,2021363,0,0,1,0,0,2,26-29-14-11,300
2108,14,15,10492,2023663,2024060,0,0,1,0,0,2,35-33-16-19,300
2109,10,15,10049,2023843,2024042,0,0,1,0,0,2,26-29-12-19,300
2110,5,6,9206,2025502,2025700,0,1,0,0,0,1,12,0
2111,4,7,9787,2025602,2026395,0,0,2,0,0,3,32-34-21-8-10,310
2112,11,4,10910,2025980,2025980,0,0,1,0,0,2,29-5-2,200
2113,15,3,11067,2026541,2027341,0,1,0,0,0,1,18-13-14-11,300
2114,13,5,8935,2026873,2027273,0,0,2,0,0,3,33-16-13,200
2115,2,8,9590,2030128,2030526,0,1,0,0,0,1,7-22,100
2116,14,13,11339,2031769,2031968,0,1,0,0,0,1,35,0
2117,3,1,9301,2032923,2033122,0,1,0,0,0,1,9,0
2118,3,6,9613,2032958,2033552,0,1,0,0,0,1,10-15-12,200
2119,12,11,8553,2033659,2033659,0,0,1,0,0,2,31-13-28,200
2120,4,3,9428,2034538,2035329,0,1,1,0,0,2,32-34-21-8,210
2121,14,8,8428,2034710,2034910,0,0,1,0,0,2,21-22,100
2122,13,12,9491,2037042,2037240,0,0,1,0,0,2,33-16-30,200
2123,12,11,9194,2038133,2038133,0,0,1,0,0,2,31-13-28,200
2124,8,12,9274,2039024,2039419,0,0,1,0,0,2,23-8-10-15-12-30,410
2125,10,5,10335,2040339,2040540,0,0,1,0,0,2,26-29,100
2126,11,1,10426,2040628,2040628,0,0,1,0,0,2,29-14-11-9,210
2127,0,12,9784,2041114,2041709,0,1,0,0,0,1,4-12-30,200
2128,14,0,9203,2041173,2041570,0,0,1,0,0,2,35-33-3,200
2129,4,0,11726,2041178,2041178,0,0,1,0,0,2,3,0
2130,3,15,9999,2041471,2041471,0,0,1,0,0,2,10-15-12-19,300
2131,7,6,10265,2042323,2042721,0,1,0,0,0,1,15-12,100
2132,7,5,10356,2043239,2043438,0,1,0,0,0,1,15,0
2133,3,2,9477,2043308,2043709,0,1,0,0,0,1,9-6,100
2134,14,3,12297,2045555,2045955,0,1,0,0,0,1,21-8,10
2135,3,14,9710,2046446,2046844,0,1,0,0,0,1,9-20,100
2136,1,14,9214,2046520,2046719,0,1,0,0,0,1,20,0
2137,0,7,8649,2047722,2048115,0,1,0,0,0,1,4-14,100
2138,8,6,10666,2048245,2048646,0,0,1,0,0,2,23-8-10-15-12,310
2139,1,7,9711,2050625,2052218,0,1,2,0,0,3,6-1-4-14,300
2140,12,6,9974,2051019,2051217,0,1,0,0,0,1,31,0
2141,3,6,8480,2051473,2052664,0,0,3,0,0,4,9-6-1-4-12,400
2142,14,9,9894,2052961,2053563,0,1,0,0,0,1,21-8-24,110
2143,3,13,9052,2054545,2055139,0,1,0,0,0,1,9-20-35,200
2144,6,4,10248,2054987,2055183,0,1,0,0,0,1,17,0
2145,14,2,10463,2055064,2055464,0,1,0,0,0,1,21-6,100
2146,4,6,10883,2055579,2055779,0,1,0,0,0,1,16,0
2147,7,10,9876,2056421,2057022,0,1,0,0,0,1,15-28-27,200
2148,1,11,8909,2058409,2058609,0,0,1,0,0,2,6-1-4-28,300
2149,9,4,9164,2058709,2060303,0,1,1,0,0,2,25-9-20-35-33,310
2150,13,0,10258,2060965,2061167,0,0,1,0,0,2,33-3,100
2151,8,7,9661,2061604,2061996,0,0,1,0,0,2,23-8-10,110
2152,0,8,8315,2061654,2062053,0,0,1,0,0,2,0-7-22,200
2153,9,2,10652,2061682,2062281,0,1,0,0,0,1,25-9-6,110
2154,6,5,10508,2064667,2064865,0,1,0,0,0,1,13,0
2155,6,9,7862,2064710,2065506,0,1,0,0,0,1,13-14-11-24,300
2156,5,4,9516,2065178,2065577,0,1,0,0,0,1,5-2,100
2157,2,7,10031,2065263,2065859,0,1,0,0,0,1,7-8-10,110
2158,10,2,9947,2065304,2066097,0,1,0,0,0,1,26-29-5-0,300
2159,3,6,11116,2067370,2067370,0,0,1,0,0,2,10-15-12,200
2160,3,15,10229,2067547,2067547,0,0,1,0,0,2,10-15-12-19,300
2161,6,5,7843,2068367,2068565,0,1,0,0,0,1,13,0
2162,1,15,8936,2069379,2070374,0,1,0,0,0,1,6-1-4-12-19,400
2163,10,9,10502,2069627,2069824,0,0,1,0,0,2,26-29-14-11-24,400
2164,14,6,10247,2071343,2071738,0,0,1,0,0,2,35-33-16,200
2165,15,10,7887,2073411,2074203,0,1,0,0,0,1,18-13-28-27,300
2166,13,12,10619,2074265,2074462,0,0,1,0,0,2,33-16-30,200
2167,5,15,8959,2078632,2079031,0,1,0,0,0,1,12-19,100
2168,12,3,8816,2079296,2079296,0,0,1,0,0,2,31-13-14-11,300
2169,15,13,9673,2081533,2082129,0,1,0,0,0,1,18-17-32,200
2170,5,9,8719,2082073,2082672,0,1,0,0,0,1,14-11-24,200
2171,5,11,10423,2083281,2083481,0,1,0,0,0,1,28,0
2172,11,5,9428,2083392,2083593,0,1,0,0,0,1,29,0
2173,1,3,9915,2083610,2083809,0,1,0,0,0,1,8,0
2174,15,2,9098,2084732,2085525,0,1,0,0,0,1,18-17-3-0,300
2175,14,10,11462,2084781,2085980,0,1,0,0,0,1,21-8-10-15-28-27,410
2176,10,5,10525,2087482,2087879,0,1,0,0,0,1,26-29,100
2177,11,12,10057,2088860,2089455,0,1,0,0,0,1,29-12-30,200
2178,7,10,7793,2089170,2089768,0,1,0,0,0,1,15-28-27,200
2179,5,9,9039,2090853,2091448,0,1,0,0,0,1,14-11-24,200
2180,3,10,9665,2092029,2092825,0,1,0,0,0,1,10-15-28-27,300
2181,8,1,9457,2092192,2092393,0,1,0,0,0,1,23,0
2182,15,0,11215,2095244,2096236,0,1,1,0,0,2,18-13-5,200
2183,6,11,10678,2096723,2097122,0,1,0,0,0,1,13-28,100
2184,5,8,10182,2097836,2098625,0,1,0,0,0,1,14-11-9-22,210
2185,6,2,10488,2099375,2100171,0,1,1,0,0,2,13-5-0,200
2186,6,2,9155,2099548,2099746,0,0,1,0,0,2,17-3-0,200
2187,7,14,9321,2099923,2100525,0,1,0,0,0,1,11-9-20,110
2188,5,10,9203,2100118,2100515,0,1,0,0,0,1,28-27,100
2189,6,1,9494,2100677,2100874,0,0,2,0,0,3,17-32-34-21,300
2190,13,4,8899,2101681,2101880,0,1,0,0,0,1,33,0
2191,5,7,9553,2102447,2102644,0,1,0,0,0,1,14,0
2192,2,7,9366,2102804,2103400,0,1,0,0,0,1,7-8-10,110
2193,7,6,10280,2103492,2103887,0,1,0,0,0,1,15-12,100
2194,14,8,9721,2108954,2109156,0,0,1,0,0,2,21-22,100
2195,5,12,9135,2109052,2109449,0,1,0,0,0,1,12-30,100
2196,9,3,11092,2110571,2110768,0,1,0,0,0,1,25,0
2197,11,10,10648,2113145,2113343,0,1,0,0,0,1,27,0
2198,11,10,10545,2113162,2113162,0,0,1,0,0,2,27,0
2199,4,15,9588,2113967,2114365,0,1,0,0,0,1,16-19,100
2200,2,0,11161,2114415,2114615,0,1,0,0,0,1,1,0
2201,12,13,9368,2114502,2115099,0,1,0,0,0,1,31-17-32,200
2202,1,13,9718,2116301,2116699,0,1,0,0,0,1,20-35,100
2203,12,14,10582,2116931,2117328,0,0,1,0,0,2,31-17-32-34,300
2204,10,3,10646,2117859,2118658,0,1,0,0,0,1,26-29-14-11,300
2205,8,6,9027,2117966,2118958,0,1,0,0,0,1,23-8-10-15-12,310
2206,12,4,9503,2119462,2119860,0,1,0,0,0,1,31-17,100
2207,10,5,9051,2122643,2123047,0,1,0,0,0,1,26-29,100
2208,10,9,12007,2123965,2124961,0,1,0,0,0,1,26-29-14-11-24,400
2209,6,2,9352,2124208,2124607,0,0,2,0,0,3,13-5-0,200
2210,6,12,10421,2124558,2124757,0,1,0,0,0,1,30,0
2211,9,3,12041,2129222,2129420,0,1,0,0,0,1,25,0
2212,8,3,8321,2133280,2133675,0,1,0,0,0,1,23-8,10
2213,10,12,10688,2133585,2134377,0,1,0,0,0,1,26-29-12-30,300
2214,10,14,9331,2133757,2133954,0,0,1,0,0,2,26-29-14-11-9-20,410
2215,1,7,8629,2134510,2134907,0,1,0,0,0,1,8-10,100
2216,0,8,9870,2136524,2137119,0,1,0,0,0,1,0-7-22,200
2217,4,15,10277,2137563,2137964,0,1,0,0,0,1,16-19,100
2218,15,10,9836,2138091,2138886,0,1,0,0,0,1,18-13-28-27,300
2219,0,9,11539,2138206,2139002,0,1,0,0,0,1,0-7-8-24,210
2220,11,3,10149,2138240,2138240,0,0,1,0,0,2,29-14-11,200
2221,6,10,10669,2138673,2139271,0,1,0,0,0,1,13-28-27,200
2222,11,2,10462,2138720,2138918,0,0,1,0,0,2,29-5-0,200
2223,6,4,9946,2140564,2140765,0,1,0,0,0,1,17,0
2224,4,7,9384,2141860,2142458,0,1,1,0,0,2,16-13-14,200
2225,3,11,9910,2143174,2143772,0,1,0,0,0,1,10-15-28,200
2226,2,13,9702,2143984,2144979,0,1,1,0,0,2,7-20-35,200
2227,13,3,7877,2144339,2144937,0,1,0,0,0,1,34-21-8,110
2228,8,13,9923,2145076,2145670,0,1,0,0,0,1,23-20-35,200
2229,12,11,8930,2145868,2146467,0,1,0,0,0,1,31-13-28,200
2230,7,14,7749,2146856,2147455,0,1,0,0,0,1,11-9-20,110
2231,3,4,10499,2146860,2146860,0,0,1,0,0,2,10-15-5-2,300
2232,9,15,10256,2148675,2149671,0,1,0,0,0,1,25-10-15-12-19,400
2233,8,0,10313,2148731,2149331,0,1,0,0,0,1,23-6-1,200
2234,4,9,10178,2149480,2149480,0,0,1,0,0,2,32-34-21-8-24,310
2235,8,4,11109,2150161,2150956,0,1,0,0,0,1,23-6-1-2,300
2236,8,10,10191,2150374,2150568,0,0,1,0,0,2,23-8-10-15-28-27,410
2237,5,0,9360,2152009,2152603,0,1,1,0,0,2,12-17-3,200
2238,12,8,8052,2152327,2153527,0,1,0,0,0,1,31-13-14-11-9-22,410
2239,14,4,9641,2153084,2153483,0,1,0,0,0,1,35-33,100
2240,6,2,9407,2155071,2155271,0,0,1,0,0,2,17-3-0,200
2241,5,6,8868,2155691,2155891,0,1,0,0,0,1,12,0
2242,13,2,9822,2156894,2157700,0,1,1,0,0,2,34-21-6,200
2243,0,6,10369,2159282,2159681,0,1,0,0,0,1,4-12,100
2244,3,10,11714,2159798,2159798,0,0,1,0,0,2,10-15-28-27,300
2245,0,11,9755,2161080,2161479,0,1,0,0,0,1,4-28,100
2246,2,13,9352,2162905,2163504,0,1,0,0,0,1,1-2-32,200
2247,11,4,10364,2163437,2164033,0,1,0,0,0,1,29-5-2,200
2248,1,15,10169,2164002,2164202,0,0,1,0,0,2,6-1-4-12-19,400
2249,0,11,11246,2164827,2165224,0,1,0,0,0,1,4-28,100
2250,7,8,8203,2168630,2169228,0,1,0,0,0,1,11-9-22,110
2251,9,2,9934,2169864,2170458,0,1,0,0,0,1,25-9-6,110
2252,15,7,10169,2169987,2170583,0,1,0,0,0,1,18-13-14,200
2253,12,5,9397,2173542,2173943,0,1,0,0,0,1,31-13,100
2254,4,15,9014,2173573,2173969,0,1,0,0,0,1,16-19,100
2255,12,0,9309,2176748,2176748,0,0,1,0,0,2,31-17-3,200
2256,13,15,8946,2177890,2178490,0,1,0,0,0,1,33-16-19,200
2257,11,8,8032,2180406,2181400,0,1,0,0,0,1,29-14-11-9-22,310
2258,6,8,10160,2180847,2181846,0,1,0,0,0,1,13-14-11-9-22,310
2259,6,15,9663,2182675,2182875,0,1,0,0,0,1,19,0
2260,1,13,11214,2182880,2183276,0,1,0,0,0,1,20-35,100
2261,14,7,9170,2186400,2186996,0,1,0,0,0,1,21-8-10,110
2262,6,15,10285,2187913,2188111,0,1,0,0,0,1,19,0
2263,14,11,10555,2188575,2189568,0,1,0,0,0,1,21-8-10-15-28,310
2264,2,4,11291,2189429,2189829,0,0,2,0,0,3,7-20-35-33,300
2265,15,4,11781,2190446,2190845,0,1,0,0,0,1,18-17,100
2266,15,11,9534,2192083,2192283,0,0,1,0,0,2,18-13-28,200
2267,0,9,9542,2192227,2193024,0,1,0,0,0,1,0-7-8-24,210
2268,14,8,9913,2192634,2192831,0,0,1,0,0,2,21-22,100
2269,13,7,10177,2196108,2196902,0,1,0,0,0,1,34-21-8-10,210
2270,3,1,11832,2198473,2198673,0,1,0,0,0,1,9,0
2271,13,2,11254,2198701,2199296,0,1,0,0,0,1,33-3-0,200
2272,10,15,12228,2201103,2201903,0,1,0,0,0,1,26-29-12-19,300
2273,6,1,10844,2201187,2201187,0,0,1,0,0,2,13-14-11-9,210
2274,7,8,9854,2202941,2203339,0,0,1,0,0,2,11-9-22,110
2275,11,2,10276,2203348,2203947,0,1,0,0,0,1,29-5-0,200
2276,9,1,8764,2204643,2205043,0,1,0,0,0,1,25-9,10
2277,7,12,11057,2204812,2205408,0,1,0,0,0,1,15-12-30,200
2278,5,11,9044,2205390,2205589,0,1,0,0,0,1,28,0
2279,8,3,10196,2207668,2208063,0,1,0,0,0,1,23-8,10
2280,2,11,9492,2207899,2208496,0,1,0,0,0,1,1-4-28,200
2281,7,4,10676,2208977,2209572,0,1,0,0,0,1,15-5-2,200
2282,9,7,10350,2210008,2210208,0,0,1,0,0,2,25-10,100
2283,11,0,11628,2211691,2212088,0,1,0,0,0,1,29-5,100
2284,8,12,9716,2216564,2216964,0,0,1,0,0,2,23-8-10-15-12-30,410
